,Kaupunginosa ,Huoneisto,Talot. ,m2 ,Vh € ,€/m2 ,Rv ,Krs ,Hissi ,Kunto ,Tontti ,Energial. ,postcode
22,Keskusta,"2h,kt,s,parveke",kt,5800,209000,3603,2015,2/4,on,hyvä,oma,C2018,20780
23,Keskusta,"2h, k, p",kt,5900,86500,1466,1978,2/6,on,tyyd.,oma,F2013,20780
24,Piispanristi,"2h,kk,s",kt,4900,127500,2602,2005,1/5,on,hyvä,oma,D2018,20780
25,Keskusta,"2h,kk,vh,kph,s,p",kt,4500,125000,2778,2005,1/6,on,hyvä,oma,C2013,20780
26,Hulkkio,"2h,avok,pesuh,s...",rt,6000,189000,3150,2019,,ei,hyvä,oma,B2018,20780
27,Hovirinta,"2 h,k,sauna",kt,6150,85000,1382,1985,2/3,ei,tyyd.,oma,F2013,20780
28,Hovirinta,"2h,k,kph,s,p",kt,5400,93000,1722,1989,5/7,on,tyyd.,oma,F2013,20780
29,Keskusta,tupakeittiö...,kt,4100,114000,2780,2001,4/6,on,hyvä,oma,C2013,20780
30,,"2h,k,wc,ph,s,ke...",ok,7500,197000,2627,1964,,ei,hyvä,oma,,20780
31,,"2h,k,wc,pkh,ph,...",ok,6200,95000,1532,1958,,ei,hyvä,oma,,20780
32,Kolme huonetta,Kolme huonetta,Kolme huonetta,Kolme huonetta,Kolme huonetta,Kolme huonetta,Kolme huonetta,Kolme huonetta,Kolme huonetta,Kolme huonetta,Kolme huonetta,Kolme huonetta,20780
33,Pohjola,3h+k+s,rt,8000,202500,2531,1989,1/1,ei,hyvä,oma,E2013,20780
34,Voivalanranta,3h+k,rt,8250,297000,3600,2018,1/1,ei,hyvä,oma,B2013,20780
35,Koristo,"3h,k,s",rt,7900,197000,2494,1990,1/1,ei,hyvä,oma,D2018,20780
36,Keskusta,"3h,k,s,p",kt,8400,280000,3333,2018,3/7,on,hyvä,oma,C2018,20780
37,Kaarina,3H+KT+S,kt,7100,241379,3400,2020,6/8,ei,hyvä,vuokra,B2018,20780
38,Keskusta,"3h,k,kph,p",kt,7700,129000,1675,1976,4/6,on,hyvä,oma,F2013,20780
39,Voivala,"3h,k,wc,ph,s,l&...",rt,8500,160000,1882,1985,1/1,ei,hyvä,oma,E2013,20780
40,Kesämäki,"3h,k(avok),ph,s...",rt,8200,185000,2256,1989,1/1,ei,hyvä,oma,A2007,20780
41,Sorro,3h+k+s,rt,7950,208500,2623,1999,1/1,ei,hyvä,oma,F2013,20780
42,Uusihaka,"3 h, k, kph, wc...",rt,7930,256000,3228,2020,1/1,ei,hyvä,oma,,20780
43,Hovirinta,"3h, k, s, p",kt,7250,96000,1324,1985,2/3,ei,tyyd.,oma,F,20780
44,Koristo,3-4h+k+s+ullakk...,rt,8600,198000,2302,1987,,ei,hyvä,oma,,20780
45,Kaarina,3H+KT+S,kt,7100,238379,3357,2019,5/8,ei,hyvä,vuokra,,20780
46,Hovirinta,"3h,k,s,erill.wc...",kt,7250,96000,1324,1985,2/3,ei,tyyd.,oma,F2013,20780
47,Keskusta,"3h,k,kph,s,p",kt,7900,105000,1329,1981,2/3,ei,hyvä,oma,E2013,20780
48,Uusihaka,"3 h, k, kph, wc...",rt,7930,260000,3279,2020,1/1,ei,hyvä,oma,,20780
49,Voivala,3h+k+s,rt,6700,218000,3254,2019,1/1,ei,hyvä,oma,B2018,20780
50,Ladjakoski,3h+k+wc+kph+s+2xvh,rt,8800,186000,2114,1983,1/1,ei,hyvä,oma,A2007,20780
51,Kesämäki,"3h,k,s,erill.wc...",rt,8950,190000,2123,1982,1/1,ei,hyvä,oma,,20780
52,Kaarina,3H+KT+S,kt,7100,249379,3512,2019,8/8,ei,hyvä,vuokra,,20780
53,Hovirinta,"3h, k,s",rt,8600,175000,2035,1986,1/1,ei,tyyd.,oma,D2013,20780
54,Koristo,3h+k+s,rt,8300,190000,2289,2001,2/2,ei,tyyd.,oma,E2018,20780
55,Keskusta,3 h+k+s,kt,6900,135000,1957,1985,5/5,on,,oma,F2013,20780
56,Hovirinta,"3 h, k, kph/wc,...",kt,7800,121000,1551,1975,6/8,on,hyvä,oma,C2018,20780
57,1,1,1,1,1,1,1,1,1,1,1,1,20780
58,,1,,,,,,,,,,,20780
0,2,2,2,2,2,2,2,2,2,2,2,2,20780
1,,2,,,,,,,,,,,20780
2,Kolme huonetta,Kolme huonetta,Kolme huonetta,Kolme huonetta,Kolme huonetta,Kolme huonetta,Kolme huonetta,Kolme huonetta,Kolme huonetta,Kolme huonetta,Kolme huonetta,Kolme huonetta,20780
3,Keskusta,"3h,k,kph,p",kt,7700,108000,1403,1974,2/6,on,hyvä,oma,F2013,20780
4,Neljä huonetta tai enemmän,Neljä huonetta tai enemmän,Neljä huonetta tai enemmän,Neljä huonetta tai enemmän,Neljä huonetta tai enemmän,Neljä huonetta tai enemmän,Neljä huonetta tai enemmän,Neljä huonetta tai enemmän,Neljä huonetta tai enemmän,Neljä huonetta tai enemmän,Neljä huonetta tai enemmän,Neljä huonetta tai enemmän,20780
5,Keskusta,5h+k+khh+ph+s+k...,rt,12500,418000,3344,2019,-1/2,ei,hyvä,oma,B2018,20780
6,Hulkkio,"5h,k,ph,s,khh j...",ok,12200,299000,2451,2020,,ei,hyvä,oma,B2018,20780
7,Rauhalinna,6h+k+sauna,rt,16000,250000,1563,1974,1/1,ei,tyyd.,oma,E2013,20780
8,Hulkkio,"5h,avokeitti...",ok,12200,306000,2508,2020,,ei,hyvä,oma,B2018,20780
9,Rauhalinna,7h+k+takkahuone...,rt,23100,332000,1437,1970,2/2,ei,hyvä,oma,,20780
10,Kärki,4-5h+keitti...,rt,10800,238500,2208,2004,1/1,ei,hyvä,oma,D2013,20780
11,Voivala,"3-4h,k,s,khh",rt,9900,330000,3333,2012,1/2,ei,hyvä,oma,A2007,20780
12,Kaarina,4h+k+s,rt,9500,161000,1695,1979,1/2,ei,hyvä,oma,E2013,20780
13,Rauhalinna,7 h+k+saunaosasto,rt,25000,279000,1116,1974,2/2,ei,tyyd.,oma,,20780
14,Uusihaka,"4 h, k, kph, wc...",rt,9270,299500,3231,2020,1/1,ei,hyvä,oma,,20780
15,Hulkkio,"4 mh, k, oh, s....",ok,14000,175000,1250,1962,1/1,ei,tyyd.,oma,,20780
16,Vättilä,5 h+k+s,rt,13300,245000,1842,1979,2/2,ei,hyvä,oma,,20780
17,Keskusta,"4h,k,wc,vh,kph/...",kt,9700,122000,1258,1981,1/3,ei,hyvä,oma,E2013,20780
18,,"3mh, 2k, iso ol...",ok,16000,115000,719,1956,2/2,ei,tyyd.,oma,,20780
19,,"5h,k,tkh,kph,vh...",ok,16100,270000,1677,1994,,ei,hyvä,vuokra,E2018,20780
20,,5h+k+s+ph+kph+k...,ok,18200,240000,1319,2004,2/3,ei,tyyd.,oma,,20780
21,,"3 mh,oh,k,th,as...",ok,17600,308000,1750,1995,,ei,hyvä,oma,D2018,20780
22,,"5h, k",ok,15500,460000,2968,2007,-1/1,ei,hyvä,oma,,20780
23,,"4 h, k, kh, s, ...",ok,14550,429500,2952,2014,2/2,ei,hyvä,oma,,20780
24,,5-7h +k +kph +s...,ok,25200,500000,1984,2003,-1/3,ei,hyvä,oma,D2018,20780
25,2,2,2,2,2,2,2,2,2,2,2,2,20780
26,,2,,,,,,,,,,,20780
0,1,1,1,1,1,1,1,1,1,1,1,1,20810
1,,1,,,,,,,,,,,20810
2,Yksiö,Yksiö,Yksiö,Yksiö,Yksiö,Yksiö,Yksiö,Yksiö,Yksiö,Yksiö,Yksiö,Yksiö,20810
3,Martti,1h+k+kph/wc+las...,kt,3500,135000,3857,1961,5/7,on,,oma,D2007,20810
4,Martti,"1h,k,kph,p",kt,3200,120000,3750,1979,1/5,on,,oma,D2018,20810
5,Martti,"1 h, kk, kph",kt,2900,112000,3862,1944,2/3,ei,hyvä,oma,F2018,20810
6,Martinmäki,"1h,keittosyvenn...",kt,2900,139000,4793,1961,5/7,on,tyyd.,oma,D2007,20810
7,Vähäheikkilä,"1h, k, kph, ran...",kt,2800,87000,3107,1957,2/2,ei,hyvä,oma,D2007,20810
8,Martinmäki,1h+kk,kt,2900,143000,4931,1961,4/7,on,hyvä,oma,D2007,20810
9,Mäntymäki,"1h,kk",kt,2800,111000,3964,1958,2/7,on,hyvä,oma,G2013,20810
10,Martti,"1h, k",kt,2700,100000,3704,1951,3/5,ei,hyvä,oma,E2013,20810
11,Martti,"1h, kk, vaatehuone",kt,2000,112000,5600,1961,2/7,on,hyvä,oma,D,20810
12,Itäinen keskusta,"1h, kk",kt,3150,131000,4159,1980,6/6,on,tyyd.,oma,F2013,20810
13,Martti,1h+tupakeitti...,rt,2000,141000,7050,1926,3/3,ei,tyyd.,vuokra,,20810
14,Kaksi huonetta,Kaksi huonetta,Kaksi huonetta,Kaksi huonetta,Kaksi huonetta,Kaksi huonetta,Kaksi huonetta,Kaksi huonetta,Kaksi huonetta,Kaksi huonetta,Kaksi huonetta,Kaksi huonetta,20810
15,Telakanranta,"2h, kk, s, parveke",kt,4650,278000,5978,2015,5/7,on,hyvä,oma,C2013,20810
16,Mäntymäki,"2h, kt, kph, la...",kt,4400,189200,4300,2014,3/6,on,hyvä,oma,C2018,20810
17,Mäntymäki,"2h, k, lasitett...",kt,4600,194000,4217,2015,3/6,on,hyvä,oma,C2018,20810
18,Majakkaranta,"2h, kk, s",kt,4850,163000,3361,1996,1/5,on,hyvä,oma,F2013,20810
19,Luolavuori,"2h, k, terassi.",rt,3720,99000,2661,1960,1/1,ei,hyvä,vuokra,C2018,20810
20,Martti,"2h, k, vh, kph,...",kt,5700,195000,3421,1957,4/6,on,tyyd.,oma,F2013,20810
21,Martti,"2h,k",kt,5100,165000,3235,1957,6/6,on,tyyd.,oma,E2007,20810
22,Itäinen keskusta,"2h, k, s",kt,5900,176000,2983,1980,6/6,on,hyvä,oma,F2013,20810
23,Telakkaranta,"2 h, kt, kph, s...",kt,5000,310500,6210,2018,4/7,on,hyvä,oma,C2013,20810
24,Puistomäki,"2h,k,kph,s,patio",kt,5000,166000,3320,1997,1/2,ei,hyvä,oma,D2007,20810
25,Ispoinen,2h+k,kt,5900,103500,1754,1969,2/5,on,hyvä,oma,F2013,20810
26,Luolavuori,"2h,k,kph,vh,las...",kt,5200,75000,1442,1969,4/5,on,tyyd.,oma,F2013,20810
27,Luolavuori,"2h,k,kph,vh, la...",kt,5100,169000,3314,1958,3/7,on,hyvä,oma,F2013,20810
28,Majakkaranta,2h+keittiö...,kt,4600,185000,4022,2001,6/17,on,hyvä,oma,C2007,20810
29,Martti,2h+avokeitti...,kt,4600,204050,4436,2005,3/6,on,hyvä,oma,D2018,20810
30,Ispoinen,"2h, k, las.p",kt,5900,93000,1576,1969,1/4,on,hyvä,oma,F2013,20810
31,Luolavuori,"2h,k,las.p (yj....",kt,5900,92404,1566,1970,4/5,on,tyyd.,oma,F2013,20810
32,Martti,2h + k + vh + k...,kt,5600,200500,3580,1957,5/6,on,hyvä,oma,F2013,20810
33,Majakkaranta,2h+k+s,kt,6450,209500,3248,1993,3/8,on,hyvä,oma,F2013,20810
34,Martti,"2h, k, s, p",kt,5200,164000,3154,1948,6/7,on,tyyd.,oma,G2007,20810
35,Mäntymäki,2h+kt+s,kt,5450,201500,3697,2015,1/7,on,hyvä,oma,B2018,20810
36,Ispoinen,"2h, k, p",kt,5300,120000,2264,1980,3/5,on,hyvä,oma,F,20810
37,Itäinen keskusta,2h+k,kt,5900,150000,2542,1977,4/6,on,tyyd.,oma,F2013,20810
38,Martti,"2h, kk",rt,3900,100000,2564,1947,2/2,ei,tyyd.,vuokra,,20810
39,Martti,"2h, k, s, p",kt,5400,202000,3741,2011,3/6,on,hyvä,oma,E2007,20810
40,Luolavuori,"2h, k, kph, las...",kt,5300,147000,2774,1961,2/4,ei,hyvä,oma,G2013,20810
41,Martti,"2h,k,kh,vh,lasi...",kt,5550,162000,2919,1975,6/6,on,tyyd.,oma,D2007,20810
42,Martti,"2h,k,kph",kt,4500,162000,3600,1963,6/6,on,hyvä,oma,D2007,20810
43,Vähäheikkilä,2 h+kt,kt,4150,187000,4506,2015,5/7,on,hyvä,oma,B2018,20810
44,Martti,2h+kk,kt,4600,159000,3457,1955,4/6,on,tyyd.,oma,G2013,20810
45,Martti,2h+avok+kph/wc+...,kt,4550,229000,5033,1998,1/5,on,hyvä,oma,D2013,20810
46,Martinmäki,"2h, tupakeitti&...",rt,7000,135000,1929,1926,1/3,ei,tyyd.,vuokra,,20810
47,Vähäheikkilä,2 h+kt,kt,4400,185000,4205,2015,4/7,on,hyvä,oma,B2018,20810
48,Martti,"2h,tupak,s",rt,6350,175000,2756,1925,3/3,ei,tyyd.,vuokra,E2013,20810
49,Majakkaranta,"2h, k, kph, s, ...",kt,5200,172000,3308,1993,3/8,on,hyvä,oma,F2013,20810
50,Martti,"2h,k,s,lasit.pa...",kt,6600,217800,3300,1989,2/6,on,hyvä,oma,C2007,20810
51,Luolavuori,2 h+k+kph+p,kt,5100,138000,2706,1959,2/7,on,hyvä,oma,D2007,20810
52,Martti,"2h, k, kh, p",kt,6000,175000,2917,1961,6/6,on,hyvä,oma,,20810
53,Martti,"1h,tupak,ask h,...",rt,6600,170495,2583,1926,1/3,ei,hyvä,vuokra,,20810
54,Kolme huonetta,Kolme huonetta,Kolme huonetta,Kolme huonetta,Kolme huonetta,Kolme huonetta,Kolme huonetta,Kolme huonetta,Kolme huonetta,Kolme huonetta,Kolme huonetta,Kolme huonetta,20810
55,Ispoinen,"3h,k,kph,wc,p",kt,7500,110000,1467,1967,5/5,on,tyyd.,oma,F2013,20810
56,Telakkaranta,3h+k+kph/wc+s,kt,7250,332500,4586,2015,4/7,on,hyvä,oma,C2013,20810
57,1,1,1,1,1,1,1,1,1,1,1,1,20810
58,,1,,,,,,,,,,,20810
0,2,2,2,2,2,2,2,2,2,2,2,2,20810
1,,2,,,,,,,,,,,20810
2,Kolme huonetta,Kolme huonetta,Kolme huonetta,Kolme huonetta,Kolme huonetta,Kolme huonetta,Kolme huonetta,Kolme huonetta,Kolme huonetta,Kolme huonetta,Kolme huonetta,Kolme huonetta,20810
3,Martti,3h+k+s,kt,7700,192500,2500,1960,1/6,on,tyyd.,oma,D2007,20810
4,Ispoinen,"3h, k",kt,7600,145000,1908,1970,4/7,on,hyvä,oma,F2013,20810
5,Luolavuori,"3h, k, vh, kph,...",kt,7400,147000,1986,1980,2/4,on,hyvä,oma,F2013,20810
6,Martti,3h + k + kph/wc...,kt,6700,223000,3328,1953,2/7,on,tyyd.,oma,C2013,20810
7,Martti,"3h, kk, kh",kt,6000,182000,3033,1939,3/5,on,hyvä,vuokra,D2013,20810
8,Martti,"3h, k, kh, s, k...",rt,9400,237000,2521,1939,3/3,ei,hyvä,vuokra,G2013,20810
9,Martti,"3h, k",kt,6600,217500,3295,1953,1/7,on,hyvä,oma,C,20810
10,Martti,3h+k+kph+parveke,kt,6550,232000,3542,1964,6/7,on,hyvä,oma,E2013,20810
11,Martti,"3h, k, s",rt,6850,165000,2409,1925,3/3,ei,hyvä,vuokra,E,20810
12,Majakkaranta,"3h,k,s,",kt,7900,240000,3038,2000,1/7,on,hyvä,oma,F2013,20810
13,Luolavuori,"3h,k,kh",kt,6800,152000,2235,1961,3/4,ei,hyvä,oma,G2013,20810
14,Martti,"3h,k,ask,h,kph,s",rt,11000,210000,1909,1920,1/3,ei,tyyd.,oma,E2018,20810
15,Korppolaismäki,3h+k+sauna+takkah,rt,8300,215000,2590,1980,2/2,ei,tyyd.,oma,D2013,20810
16,Martti,"2 h, k, kph, p.",kt,6900,235000,3406,1953,7/7,on,tyyd.,oma,E2013,20810
17,Luolavuori,"3h, kk",kt,6800,145900,2146,1961,1/4,ei,tyyd.,oma,G2013,20810
18,Martti,2h+k+eril. wc+m...,rt,3100,210067,6776,1939,,ei,hyvä,vuokra,G2013,20810
19,Martti,"2h,tupak.,askh....",rt,10000,190000,1900,1924,1/3,ei,tyyd.,vuokra,,20810
20,Martti,k+oh+2mh+2wc+kph+s,rt,7800,185000,2372,1928,3/3,ei,tyyd.,vuokra,,20810
21,Martti,"3,h,k,kph",kt,6400,174000,2719,1947,2/2,ei,hyvä,vuokra,E2018,20810
22,,"3h, k, sauna-os...",ok,8000,165000,2063,1938,,ei,tyyd.,vuokra,,20810
23,Neljä huonetta tai enemmän,Neljä huonetta tai enemmän,Neljä huonetta tai enemmän,Neljä huonetta tai enemmän,Neljä huonetta tai enemmän,Neljä huonetta tai enemmän,Neljä huonetta tai enemmän,Neljä huonetta tai enemmän,Neljä huonetta tai enemmän,Neljä huonetta tai enemmän,Neljä huonetta tai enemmän,Neljä huonetta tai enemmän,20810
24,Luolavuori,"4-5h,k,khh,kph,...",rt,9100,159000,1747,1960,1/2,ei,hyvä,vuokra,D2018,20810
25,Martti,5h,rt,11900,225000,1891,1904,1/2,ei,tyyd.,oma,,20810
26,Vähäheikkilä,"4 h, k, s",rt,9550,270000,2827,1987,2/2,ei,hyvä,oma,D2007,20810
27,Vähäheikkilä,4h+k+s/kph+wc+k...,ok,10000,190000,1900,1946,,ei,tyyd.,vuokra,E2018,20810
28,Vähäheikkilä,"5h, k, s, tkh",ok,20000,175000,875,1975,-1/2,ei,tyyd.,oma,,20810
29,Vähäheikkilä,"4h, k ja kellar...",ok,6500,111000,1708,1947,1/2,ei,huono,vuokra,F2018,20810
30,Martti,"4h,k,p",kt,8150,226979,2785,1968,5/6,on,hyvä,oma,F2013,20810
31,,"4-5 h,k,apuk.,s...",ok,14000,280000,2000,1946,,ei,,oma,,20810
32,,"4h,k,ph,s,wc,at",ok,12000,183000,1525,1959,,ei,tyyd.,oma,,20810
33,,"4h,k,s,wc,ph,ma...",ok,8200,102400,1249,1945,,ei,tyyd.,vuokra,E2018,20810
34,2,2,2,2,2,2,2,2,2,2,2,2,20810
35,,2,,,,,,,,,,,20810
0,,,,,,,,,,,,,20880
1,Yksiö,Yksiö,Yksiö,Yksiö,Yksiö,Yksiö,Yksiö,Yksiö,Yksiö,Yksiö,Yksiö,Yksiö,20880
2,"Tuloksia on vähemmän kuin kolme, joten tuloksia ei näytetä.","Tuloksia on vähemmän kuin kolme, joten tuloksia ei näytetä.","Tuloksia on vähemmän kuin kolme, joten tuloksia ei näytetä.","Tuloksia on vähemmän kuin kolme, joten tuloksia ei näytetä.","Tuloksia on vähemmän kuin kolme, joten tuloksia ei näytetä.","Tuloksia on vähemmän kuin kolme, joten tuloksia ei näytetä.","Tuloksia on vähemmän kuin kolme, joten tuloksia ei näytetä.","Tuloksia on vähemmän kuin kolme, joten tuloksia ei näytetä.","Tuloksia on vähemmän kuin kolme, joten tuloksia ei näytetä.","Tuloksia on vähemmän kuin kolme, joten tuloksia ei näytetä.","Tuloksia on vähemmän kuin kolme, joten tuloksia ei näytetä.","Tuloksia on vähemmän kuin kolme, joten tuloksia ei näytetä.",20880
3,Kaksi huonetta,Kaksi huonetta,Kaksi huonetta,Kaksi huonetta,Kaksi huonetta,Kaksi huonetta,Kaksi huonetta,Kaksi huonetta,Kaksi huonetta,Kaksi huonetta,Kaksi huonetta,Kaksi huonetta,20880
4,Uittamo,"2h,kk,kph,vh,las.p",kt,4500,99300,2207,1970,1/4,ei,hyvä,oma,E2013,20880
5,Uittamo,2h+k+kph+vh+las.p,kt,5600,89000,1589,1974,6/7,on,tyyd.,oma,D2013,20880
6,Uittamo,2h+k,kt,5400,138000,2556,1965,2/7,on,hyvä,oma,E2013,20880
7,Uittamo,"2h, k, p",kt,5900,86000,1458,1969,1/3,ei,tyyd.,oma,D,20880
8,Uittamo,"2h,k,kph",kt,5200,121000,2327,1968,2/8,on,hyvä,oma,F2013,20880
9,Uittamo,2h+k+kph,kt,5200,118500,2279,1966,3/8,ei,hyvä,oma,F2013,20880
10,Kolme huonetta,Kolme huonetta,Kolme huonetta,Kolme huonetta,Kolme huonetta,Kolme huonetta,Kolme huonetta,Kolme huonetta,Kolme huonetta,Kolme huonetta,Kolme huonetta,Kolme huonetta,20880
11,Uittamo,"3h, k, kh, wc, p",kt,7100,149000,2099,1972,2/7,on,hyvä,oma,C2007,20880
12,Uittamo,"3h, k, p",kt,6600,136000,2061,1965,6/7,on,hyvä,oma,E,20880
13,Naularanta,"3h,k,s,p",rt,8700,270000,3103,1987,1/2,ei,hyvä,oma,E2013,20880
14,Uittamo,3 h+k+wc+kph+kh...,kt,8200,153000,1866,1974,3/7,ei,hyvä,oma,C2007,20880
15,Uittamo,3h+k+s,kt,8000,144000,1800,1978,7/7,on,hyvä,oma,D2007,20880
16,Ispoinen,3h+k,kt,6700,112484,1679,1966,4/5,on,hyvä,oma,F2013,20880
17,Uittamo,3h+k,kt,7100,158000,2225,1968,5/6,on,tyyd.,oma,D2007,20880
18,Uittamo,"3 h,k,sauna",kt,7900,144000,1823,1986,1/7,on,tyyd.,oma,B2007,20880
19,Uittamo,3h+k+s,kt,7800,167092,2142,1986,1/7,on,hyvä,oma,B2007,20880
20,Ispoinen,"3 h, k, ph, p",kt,6500,100000,1538,1966,3/5,on,tyyd.,oma,F2013,20880
21,Uittamo,"3h, k, p",kt,8000,106000,1325,1976,3/7,on,tyyd.,oma,D,20880
22,Uittamo,3h+k+kph+wc+vh,kt,7950,126500,1591,1970,2/3,ei,tyyd.,oma,E2013,20880
23,,,,,,,,,,,,,20880
0,,,,,,,,,,,,,20900
1,Kolme huonetta,Kolme huonetta,Kolme huonetta,Kolme huonetta,Kolme huonetta,Kolme huonetta,Kolme huonetta,Kolme huonetta,Kolme huonetta,Kolme huonetta,Kolme huonetta,Kolme huonetta,20900
2,Hirvensalo,"3h,k,s",rt,8200,249000,3037,2012,1/1,ei,hyvä,oma,D2013,20900
3,Kaistarniemi,3h+k+s,rt,6800,222000,3265,2012,1/1,ei,hyvä,oma,D2013,20900
4,Hirvensalo,"3h, avok, wc, s",rt,8100,267000,3296,2016,1/1,ei,hyvä,vuokra,C2018,20900
5,Hirvensalo / haarla,"3 h,k,s,vh,ak,var",rt,8100,279450,3450,2020,1/1,ei,hyvä,oma,B2018,20900
6,Hirvensalo,"3h, k, käy...",rt,9600,234000,2438,1989,2/2,ei,hyvä,oma,C2013,20900
7,Hirvensalo / haarla,"3 h,k,s,vh,ak,var",rt,8100,275000,3395,2020,1/1,ei,hyvä,oma,B2018,20900
8,Hirvensalo / haarla,"3 h,k,s,vh,ak,var",rt,8100,276950,3419,2019,1/1,ei,hyvä,oma,B2018,20900
9,Haarla,"3h, kt, khh/ph,...",rt,7500,263000,3507,2018,1/1,ei,hyvä,vuokra,C2013,20900
10,Hirvensalo,"3h, k, s",rt,8450,225000,2663,1985,1/1,ei,hyvä,oma,G,20900
11,Hirvensalo,"3 h, k, s, vh, ...",rt,8200,150000,1829,1985,2/2,ei,tyyd.,oma,E2013,20900
12,Hirvensalo / haarla,"3h, k, wc,kph/s...",rt,8100,279450,3450,2019,1/1,ei,hyvä,oma,B2018,20900
13,Neljä huonetta tai enemmän,Neljä huonetta tai enemmän,Neljä huonetta tai enemmän,Neljä huonetta tai enemmän,Neljä huonetta tai enemmän,Neljä huonetta tai enemmän,Neljä huonetta tai enemmän,Neljä huonetta tai enemmän,Neljä huonetta tai enemmän,Neljä huonetta tai enemmän,Neljä huonetta tai enemmän,Neljä huonetta tai enemmän,20900
14,Hirvensalo,"4h, k, khh, wc...",rt,12750,398000,3122,2015,1/1,ei,hyvä,vuokra,C2013,20900
15,Hirvensalo,4h + k +s,rt,8800,239000,2716,1991,2/2,ei,hyvä,oma,E2013,20900
16,Hirvensalo / friskala,"4-5h,k,s",rt,10100,219000,2168,2007,2/3,ei,,oma,D2018,20900
17,Hirvensalo,5h + k + kph + ...,ok,13400,398000,2970,2014,2/2,ei,hyvä,vuokra,B2013,20900
18,Hirvensalo,4h + k + kph + ...,rt,9550,245000,2565,1994,2/2,ei,hyvä,oma,E2013,20900
19,Hirvensalo,"5 h, k, khh, sauna",rt,11950,226155,1893,1998,1/1,ei,tyyd.,oma,D2013,20900
20,Hirvensalo / toijainen,"4h,k,s,khh, 2xw...",rt,11300,308000,2726,2011,1/1,ei,hyvä,oma,E2013,20900
21,Friskala,"5-6h,k,s,khh,vh...",rt,16600,315000,1898,2007,1/2,ei,hyvä,oma,C2007,20900
22,Hirvensalo / toijainen,"4h,k,kph,s,wc,vh",rt,11800,345000,2924,2015,1/1,ei,hyvä,vuokra,E2013,20900
23,Hirvensalo,"4h, k, s",rt,11150,312000,2798,2005,1/1,ei,hyvä,oma,D,20900
24,Hirvensalo,3-6h+k+s,ok,15100,362000,2397,2005,2/2,ei,hyvä,oma,,20900
25,Hirvensalo,"4 mh, oh, k, kp...",ok,11800,220000,1864,2012,1/1,ei,hyvä,vuokra,,20900
26,,"5h,k,2erill.wc,...",ok,15800,245000,1551,1992,,ei,tyyd.,oma,E2018,20900
27,,5h+avok+s+kph+k...,ok,13500,250000,1852,1985,,ei,hyvä,vuokra,,20900
28,,,,,,,,,,,,,20900
0,,,,,,,,,,,,,21100
1,Yksiö,Yksiö,Yksiö,Yksiö,Yksiö,Yksiö,Yksiö,Yksiö,Yksiö,Yksiö,Yksiö,Yksiö,21100
2,"Tuloksia on vähemmän kuin kolme, joten tuloksia ei näytetä.","Tuloksia on vähemmän kuin kolme, joten tuloksia ei näytetä.","Tuloksia on vähemmän kuin kolme, joten tuloksia ei näytetä.","Tuloksia on vähemmän kuin kolme, joten tuloksia ei näytetä.","Tuloksia on vähemmän kuin kolme, joten tuloksia ei näytetä.","Tuloksia on vähemmän kuin kolme, joten tuloksia ei näytetä.","Tuloksia on vähemmän kuin kolme, joten tuloksia ei näytetä.","Tuloksia on vähemmän kuin kolme, joten tuloksia ei näytetä.","Tuloksia on vähemmän kuin kolme, joten tuloksia ei näytetä.","Tuloksia on vähemmän kuin kolme, joten tuloksia ei näytetä.","Tuloksia on vähemmän kuin kolme, joten tuloksia ei näytetä.","Tuloksia on vähemmän kuin kolme, joten tuloksia ei näytetä.",21100
3,Kaksi huonetta,Kaksi huonetta,Kaksi huonetta,Kaksi huonetta,Kaksi huonetta,Kaksi huonetta,Kaksi huonetta,Kaksi huonetta,Kaksi huonetta,Kaksi huonetta,Kaksi huonetta,Kaksi huonetta,21100
4,Ruona,2h+k,kt,6100,84000,1377,1972,3/3,ei,tyyd.,oma,F2013,21100
5,Keskusta,2h+k+parvi+ulla...,kt,8250,210000,2545,1986,3/3,on,hyvä,oma,E2007,21100
6,Vanhakaupunki,"2,k,s",rt,5200,119500,2298,1985,1/2,ei,tyyd.,oma,B2007,21100
7,Keskusta,2h+avok+kph/wc+...,kt,4550,180000,3956,2015,5/8,on,hyvä,oma,C2013,21100
8,Vanhakaupunki,"2h, k, parvi",kt,9100,207000,2275,1986,3/3,on,hyvä,oma,E,21100
9,Ruona,"2h,k",kt,5700,98000,1719,1969,4/6,on,hyvä,oma,F2007,21100
10,Keskusta,"2h,k",kt,5100,129000,2529,1963,3/3,ei,tyyd.,oma,F2013,21100
11,Keskusta,2h+avok+kph/wc+...,kt,4550,173000,3802,2015,1/5,on,hyvä,oma,C2013,21100
12,Keskusta,"2 h,k,kph/wc,sa...",kt,6100,235000,3852,2015,4/5,on,hyvä,oma,C2013,21100
13,Keskusta,2 h + kk + s,kt,4800,140000,2917,2001,2/4,on,tyyd.,oma,C2013,21100
14,Kolme huonetta,Kolme huonetta,Kolme huonetta,Kolme huonetta,Kolme huonetta,Kolme huonetta,Kolme huonetta,Kolme huonetta,Kolme huonetta,Kolme huonetta,Kolme huonetta,Kolme huonetta,21100
15,Keskusta,3h + k,kt,7400,138000,1865,1962,2/3,ei,hyvä,oma,D2013,21100
16,Keskusta,3h+k+s,kt,8100,213000,2630,2005,3/4,on,hyvä,oma,D2007,21100
